country,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Mozambique,374486000.0,173287000.0,180265000.0,166309000.0,283772000.0,283772000.0,323314000.0,324477000.0,344248000.0,366345000.0,379138000.0,448918000.0,976920000.0,6838440000.0,7687430000.0,9652900000.0,11862600000.0,12676700000.0,10874050000.0,11630000000.0,13258200000,14770100000.0,16049400000.0,15119000000.0,16979800000.0,16630900000.0,0.0
Myanmar,1002506000.0,1042048000.0,1024603000.0,935052000.0,1244410000.0,1197890000.0,1244410000.0,1523530000.0,1709610000.0,1616570000.0,1628200000.0,1651460000.0,1686350000.0,949008000.0,1038559000.0,1895690000.0,1825910000.0,2116660000.0,2070140000.0,2407410000.0,3000540000,3326180000.0,3616930000.0,4070500000.0,5256760000.0,5105570000.0,0.0
Namibia,0.0,0.0,0.0,0.0,0.0,0.0,1325820000.0,1149044000.0,967616000.0,672214000.0,1133925000.0,853642000.0,610575000.0,992039000.0,1174630000.0,1325820000.0,1383970000.0,1372340000.0,1558420000.0,1593310000.0,1546790000,1383970000.0,1570050000.0,1418860000.0,1430490000.0,1267670000.0,0.0
Nepal,426821000.0,539632000.0,558240000.0,561729000.0,715245000.0,876902000.0,900162000.0,838523000.0,871087000.0,929237000.0,1159511000.0,1186260000.0,1061819000.0,1131599000.0,1407230000.0,1628200000.0,1849170000.0,2116660000.0,2267850000.0,2407410000.0,2512080000,2733050000.0,2779570000.0,2802830000.0,3105210000.0,3209880000.0,0.0
Netherlands,3000540.0,3000540.0,1000180.0,2000360.0,36983400.0,85015300.0,103972200.0,119789000.0,91993300.0,100018000.0,88039100.0,80014400.0,91993300.0,111996900.0,90016200.0,141886000.0,117463000.0,110019800.0,71989700.0,95017100.0,88039100,105949300.0,106996000.0,101995100.0,98040900.0,105018900.0,56987000.0
New Zealand,19654700000.0,21748100000.0,22097000000.0,23143700000.0,22213300000.0,23143700000.0,22911100000.0,21050300000.0,23492600000.0,25818600000.0,27563100000.0,26167500000.0,23260000000.0,25353400000.0,22911100000.0,24423000000.0,21631800000.0,24888200000.0,23608900000.0,26981600000.0,23376300000,23608900000.0,23608900000.0,22329600000.0,24190400000.0,24771900000.0,25120800000.0
Nicaragua,264001000.0,293076000.0,401235000.0,387279000.0,534980000.0,403561000.0,337270000.0,257023000.0,482645000.0,382627000.0,407050000.0,431473000.0,407050000.0,296565000.0,393094000.0,210503000.0,196547000.0,303543000.0,296565000.0,320988000.0,432636000,308195000.0,305869000.0,533817000.0,296565000.0,503579000.0,0.0
Nigeria,3093580000.0,3628560000.0,3279660000.0,4012350000.0,4140280000.0,4384510000.0,5931300000.0,6059230000.0,5570770000.0,5559140000.0,5500990000.0,5500990000.0,5594030000.0,5780110000.0,6152270000.0,5628920000.0,5908040000.0,8234040000.0,7443200000.0,8106110000.0,7768840000,6268570000.0,6222050000.0,5721960000.0,4524070000.0,6373240000.0,0.0
North Korea,12327800000.0,13025600000.0,13607100000.0,15002700000.0,15002700000.0,15584200000.0,15002700000.0,14188600000.0,13258200000.0,13839700000.0,14188600000.0,12560400000.0,10699600000.0,10199510000.0,10304180000.0,10199510000.0,10594930000.0,10618190000.0,11746300000.0,12560400000.0,13141900000,12676700000.0,13258200000.0,14072300000.0,12444100000.0,13374500000.0,0.0
North Macedonia,0.0,0.0,0.0,0.0,0.0,490786000.0,847827000.0,847827000.0,522187000.0,695474000.0,801307000.0,850153000.0,900162000.0,1082753000.0,1383970000.0,1174630000.0,625694000.0,757113000.0,1372340000.0,1477010000.0,1488640000,1651460000.0,1009484000.0,839686000.0,1267670000.0,2430670000.0,0.0
Norway,102344000000.0,96180100000.0,103274400000.0,108856800000.0,118626000000.0,120952000000.0,110136100000.0,116300000000.0,119789000000.0,111648000000.0,122115000000.0,103855900000.0,109787200000.0,115718500000.0,120952000000.0,141886000000.0,120952000000.0,129093000000.0,105484100000.0,108740500000.0,136071000000,119789000000.0,133745000000.0,139560000000.0,125604000000.0,117463000000.0,120952000000.0
Pakistan,12211500000.0,13839700000.0,15235300000.0,16747200000.0,16979800000.0,16979800000.0,18259100000.0,21166600000.0,19422100000.0,22911100000.0,23260000000.0,20817700000.0,22097000000.0,22445900000.0,19305800000.0,17212400000.0,18956900000.0,22329600000.0,26981600000.0,25702300000.0,30819500000,31982500000.0,28726100000.0,27795700000.0,28144600000.0,31866200000.0,0.0
Panama,1930580000.0,2093400000.0,2035250000.0,2198070000.0,2186440000.0,2209700000.0,2035250000.0,1895690000.0,2291110000.0,2395780000.0,2419040000.0,3000540000.0,2907500000.0,2139920000.0,3128470000.0,3419220000.0,2500450000.0,3395960000.0,2826090000.0,3779750000.0,3721600000,3582040000.0,3663450000.0,3977460000.0,3896050000.0,4198430000.0,0.0
Paraguay,4023980000.0,11862600000.0,18491700000.0,19887300000.0,24306700000.0,27214200000.0,29307600000.0,27097900000.0,31401000000.0,36401900000.0,42100600000.0,44775500000.0,50823100000.0,50823100000.0,51869800000.0,53498000000.0,45357000000.0,48264500000.0,51753500000.0,51986100000.0,51172000000,53846900000.0,53730600000.0,55475100000.0,55009900000.0,54079500000.0,0.0
Peru,9385410000.0,10059950000.0,10874050000.0,10420480000.0,10501890000.0,10467000000.0,11490440000.0,9687790000.0,11862600000.0,12793000000.0,12793000000.0,13374500000.0,13258200000.0,13839700000.0,14537500000.0,16165700000.0,17561300000.0,18026500000.0,18491700000.0,17561300000.0,18142800000,19654700000.0,19538400000.0,19189500000.0,19654700000.0,20003600000.0,0.0
Philippines,5559140000.0,6012710000.0,5245130000.0,6268570000.0,6489540000.0,6059230000.0,5140460000.0,4442660000.0,5035790000.0,5861520000.0,6233680000.0,7036150000.0,6070860000.0,5070680000.0,7838620000.0,7803730000.0,7105930000.0,7036150000.0,7873510000.0,8594570000.0,8385230000,9943650000.0,8559680000.0,9838980000.0,9792460000.0,7803730000.0,0.0
Poland,1849170000.0,1546790000.0,1663090000.0,1791020000.0,1604940000.0,1418860000.0,1430490000.0,1511900000.0,1488640000.0,1732870000.0,1884060000.0,1930580000.0,1965470000.0,2314370000.0,2151550000.0,2105030000.0,2326000000.0,2279480000.0,1674720000.0,2081770000.0,2198070000,2046880000.0,2349260000.0,2151550000.0,2372520000.0,2919130000.0,2326000000.0
Portugal,10687970000.0,8513160000.0,9152810000.0,12211500000.0,5815000000.0,9152810000.0,9048140000.0,4652000000.0,8536420000.0,10653080000.0,8338710000.0,14770100000.0,13141900000.0,13025600000.0,7292010000.0,11327620000.0,14072300000.0,7803730000.0,15700500000.0,9873870000.0,4733410000,11001980000.0,10094840000.0,6803550000.0,8280560000.0,16165700000.0,11548590000.0
Romania,12676700000.0,10815900000.0,11211320000.0,14770100000.0,13723400000.0,11409030000.0,14537500000.0,11746300000.0,12793000000.0,13025600000.0,16747200000.0,15816800000.0,17561300000.0,18840600000.0,18259100000.0,14770100000.0,14886400000.0,16049400000.0,13258200000.0,16514600000.0,20236200000,18375400000.0,15933100000.0,17212400000.0,15584200000.0,19538400000.0,0.0
Russia,0.0,0.0,0.0,0.0,0.0,166309000000.0,167472000000.0,172124000000.0,173287000000.0,175613000000.0,175613000000.0,153516000000.0,157005000000.0,158168000000.0,160494000000.0,163983000000.0,174450000000.0,162820000000.0,155842000000.0,175613000000.0,173287000000,173287000000.0,176776000000.0,165146000000.0,174450000000.0,166309000000.0,0.0
Senegal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194221000.0,337270000.0,293076000.0,267490000,233763000.0,181428000.0,229111000.0,239578000.0,248882000.0,0.0
Serbia,0.0,0.0,0.0,0.0,0.0,9466820000.0,11409030000.0,11339250000.0,10501890000.0,10501890000.0,12211500000.0,14421200000.0,12793000000.0,12909300000.0,13723400000.0,11978900000.0,12444100000.0,11746300000.0,9850610000.0,11118280000.0,12095200000,10967090000.0,10036690000.0,9559860000.0,10536780000.0,11862600000.0,0.0
Slovak Republic,2116660000.0,1674720000.0,1930580000.0,1756130000.0,1965470000.0,1884060000.0,1407230000.0,1942210000.0,3465740000.0,4361250000.0,4884600000.0,4233320000.0,4058870000.0,4268210000.0,4477550000.0,4617110000.0,4931120000.0,5268390000.0,3477370000.0,4105390000.0,4640370000,4396140000.0,4454290000.0,4035610000.0,4372880000.0,5256760000.0,3686710000.0
Slovenia,0.0,0.0,0.0,0.0,0.0,2954020000.0,3605300000.0,3419220000.0,3035430000.0,3395960000.0,3256400000.0,3675080000.0,3093580000.0,3454110000.0,3744860000.0,3837900000.0,3791380000.0,3314550000.0,2954020000.0,4093760000.0,3465740000,3593670000.0,3268030000.0,4023980000.0,4710150000.0,4512440000.0,3558780000.0
South Africa,624531000.0,1628200000.0,1616570000.0,3163360000.0,2756310000.0,1009484000.0,1977100000.0,752461000.0,146538000.0,1074612000.0,529165000.0,1314190000.0,2093400000.0,1593310000.0,725712000.0,1101361000.0,1988730000.0,2384150000.0,701289000.0,950171000.0,1337450000,2895870000.0,929237000.0,1256040000.0,1453750000.0,2139920000.0,0.0
South Korea,3663450000.0,4023980000.0,5349800000.0,3570410000.0,4593850000.0,6361610000.0,3489000000.0,3093580000.0,4233320000.0,2349260000.0,2756310000.0,2419040000.0,2814460000.0,4279840000.0,4163540000.0,4012350000.0,4151910000.0,3233140000.0,4907860000.0,4326360000.0,3675080000,3465740000.0,3628560000.0,3070320000.0,2814460000.0,3686710000.0,4721780000.0
Spain,31284700000.0,26516400000.0,27446800000.0,35238900000.0,19305800000.0,25469700000.0,27330500000.0,18956900000.0,24423000000.0,28144600000.0,23143700000.0,39774600000.0,34773700000.0,33959600000.0,22911100000.0,29540200000.0,41053900000.0,22911100000.0,41053900000.0,31633600000.0,17910200000,25934900000.0,27214200000.0,23492600000.0,26283800000.0,42333200000.0,30586900000.0
Sri Lanka,2395780000.0,2640010000.0,2174810000.0,2593490000.0,2802830000.0,3140100000.0,3116840000.0,2895870000.0,3791380000.0,4093760000.0,4454290000.0,3256400000.0,3442480000.0,3919310000.0,4175170000.0,3198250000.0,3105210000.0,2698160000.0,3291290000.0,2965650000.0,3454110000,4640370000.0,3942570000.0,4128650000.0,3907680000.0,5628920000.0,0.0
Sudan,737342000.0,872250000.0,898999000.0,892021000.0,895510000.0,958312000.0,1038559000.0,1088568000.0,1090894000.0,1121132000.0,972268000.0,1074612000.0,1053678000.0,1043211000.0,1209520000.0,1186260000.0,1267670000.0,1290930000.0,1163000000.0,1107176000.0,1256040000,1372340000.0,1453750000.0,1465380000.0,3233140000.0,3837900000.0,0.0
Sweden,70943000000.0,60941200000.0,71873400000.0,69896300000.0,71757100000.0,72454900000.0,63267200000.0,74315700000.0,74664600000.0,59080400000.0,68151800000.0,51753500000.0,69082200000.0,75013500000.0,71640800000.0,78618800000.0,79084000000.0,66407300000.0,53498000000.0,60127100000.0,72803800000,61755300000.0,66174700000.0,69082200000.0,65825800000.0,66407300000.0,66291000000.0
Switzerland,32098800000.0,32912900000.0,34657400000.0,35820400000.0,29772800000.0,29772800000.0,32098800000.0,32680300000.0,35820400000.0,39076800000.0,35122600000.0,28726100000.0,34075900000.0,33494400000.0,40007200000.0,36867100000.0,41286500000.0,35238900000.0,34773700000.0,33727000000.0,31284700000,30935800000.0,35238900000.0,36053000000.0,35704100000.0,36053000000.0,32098800000.0
Syria,3337810000.0,2860980000.0,2860980000.0,2814460000.0,2767940000.0,2733050000.0,2686530000.0,2640010000.0,2593490000.0,2546970000.0,2512080000.0,2546970000.0,2605120000.0,2698160000.0,2721420000.0,3233140000.0,3407590000.0,2453930000.0,2756310000.0,4175170000.0,4326360000,3942570000.0,3477370000.0,2872610000.0,1860800000.0,2593490000.0,0.0
Tajikistan,0.0,0.0,0.0,0.0,0.0,16514600000.0,16398300000.0,15933100000.0,17096100000.0,16747200000.0,14653800000.0,14886400000.0,13723400000.0,14188600000.0,15467900000.0,14072300000.0,14188600000.0,15119000000.0,16398300000.0,16398300000.0,16979800000,16747200000.0,17096100000.0,15816800000.0,15816800000.0,15816800000.0,0.0
Tanzania,885043000.0,1033907000.0,1151370000.0,1256040000.0,1418860000.0,1546790000.0,1721240000.0,1651460000.0,1697980000.0,1500270000.0,1535160000.0,1744500000.0,1453750000.0,2081770000.0,2163180000.0,2139920000.0,2605120000.0,2721420000.0,2546970000.0,2360890000.0,1779390000,1442120000.0,2512080000.0,2651640000.0,2628380000.0,2570230000.0,0.0
Thailand,3686710000.0,5559140000.0,4070500000.0,3779750000.0,5570770000.0,4977640000.0,4582220000.0,4233320000.0,3698340000.0,4512440000.0,6710510000.0,7338530000.0,7198970000.0,5175350000.0,3535520000.0,6024340000.0,6303460000.0,7466460000.0,7303640000.0,6035970000.0,5803370000,8129370000.0,8117740000.0,7117560000.0,7152450000.0,5535880000.0,0.0
Togo,76060200.0,76060200.0,76060200.0,76060200.0,95017100.0,95017100.0,193058000.0,127930000.0,230274000.0,147701000.0,254697000.0,189569000.0,93040000.0,172124000.0,103041800.0,100018000.0,48962300.0,86062000.0,122115000.0,81061100.0,73966800,91062900.0,91993300.0,91062900.0,93970400.0,96994200.0,0.0
Tunisia,113974000.0,53963200.0,118626000.0,48962300.0,36053000.0,46054800.0,110019800.0,68035500.0,63965000.0,40007200.0,38960500.0,66988800.0,43961400.0,71989700.0,90016200.0,63965000.0,53963200.0,63965000.0,166309000.0,153516000.0,145375000,91993300.0,48962300.0,30005400.0,78967700.0,50009000.0,0.0
Turkey,12095200000.0,11862600000.0,18608000000.0,28958700000.0,17910200000.0,23143700000.0,22678500000.0,26516400000.0,33959600000.0,30586900000.0,35587800000.0,40472400000.0,39774600000.0,42216900000.0,34657400000.0,30935800000.0,23957800000.0,33727000000.0,35355200000.0,46054800000.0,39542000000,44194000000.0,35820400000.0,33261800000.0,35936700000.0,51753500000.0,52102400000.0
Turkmenistan,0.0,0.0,0.0,0.0,0.0,700126000.0,700126000.0,4000720.0,5000900.0,4000720.0,4000720.0,5000900.0,5000900.0,6001080.0,5000900.0,5000900.0,3000540.0,3000540.0,3000540.0,3000540.0,3000540,3000540.0,3000540.0,3000540.0,3000540.0,3000540.0,0.0
Ukraine,0.0,0.0,0.0,0.0,0.0,10513520000.0,11746300000.0,7885140000.0,11036870000.0,12095200000.0,9955280000.0,8629460000.0,9862240000.0,15700500000.0,14304900000.0,11269470000.0,12095200000.0,9629640000.0,9234220000.0,11746300000.0,12327800000,12909300000.0,10141360000.0,11385770000.0,11978900000.0,13141900000.0,0.0
United Kingdom,4093760000.0,4768300000.0,4140280000.0,4931120000.0,4745040000.0,5210240000.0,4628740000.0,5431210000.0,4303100000.0,5093940000.0,4838080000.0,3395960000.0,4175170000.0,5117200000.0,5338170000.0,5082310000.0,4058870000.0,4791560000.0,3233140000.0,4838080000.0,4919490000,4593850000.0,5093940000.0,5163720000.0,5268390000.0,3605300000.0,5698700000.0
United States,283772000000.0,294239000000.0,237252000000.0,208177000000.0,255860000000.0,273305000000.0,288424000000.0,254697000000.0,283772000000.0,262838000000.0,314010000000.0,351226000000.0,333781000000.0,296565000000.0,277957000000.0,253534000000.0,188406000000.0,267490000000.0,279120000000.0,270979000000.0,272142000000,291913000000.0,250045000000.0,257023000000.0,275631000000.0,262838000000.0,327966000000.0
Uruguay,6454650000.0,7292010000.0,7268750000.0,5419580000.0,3907680000.0,7012890000.0,6117380000.0,7920030000.0,7303640000.0,7466460000.0,5861520000.0,5768480000.0,6489540000.0,9152810000.0,5500990000.0,7047780000.0,9199330000.0,9536600000.0,8524790000.0,4768300000.0,6687250000,3593670000.0,8071220000.0,4500810000.0,5256760000.0,8664350000.0,0.0
Uzbekistan,0.0,0.0,0.0,0.0,0.0,6652360000.0,6035970000.0,6280200000.0,7361790000.0,7152450000.0,6187160000.0,6524430000.0,5780110000.0,5756850000.0,5687070000.0,5884780000.0,5954560000.0,6187160000.0,7617650000.0,9013250000.0,8629460000,9164440000.0,6396500000.0,11362510000.0,9327260000.0,10839160000.0,0.0
Venezuela,22678500000.0,25120800000.0,30819500000.0,34192200000.0,34657400000.0,36983400000.0,44542900000.0,47334100000.0,47450400000.0,51288300000.0,51404600000.0,53846900000.0,57219600000.0,57917400000.0,60592300000.0,62918300000.0,60476000000.0,59545600000.0,60592300000.0,70128900000.0,77223200000,81642600000.0,83038200000.0,86876100000.0,85945700000.0,76758000000.0,0.0
Vietnam,1477010000.0,1407230000.0,1383970000.0,1791020000.0,3837900000.0,5373060000.0,6315090000.0,7233860000.0,7966550000.0,9245850000.0,10583300000.0,11978900000.0,11630000000.0,11095020000.0,13723400000.0,14537500000.0,18259100000.0,18259100000.0,18956900000.0,17793900000.0,16979800000,20468800000.0,23027400000.0,25934900000.0,30005400000.0,27563100000.0,0.0
Zambia,9990170000.0,9699420000.0,8013070000.0,8257300000.0,6466280000.0,7954920000.0,8978360000.0,6512800000.0,8141000000.0,8094480000.0,7873510000.0,7117560000.0,7885140000.0,7536240000.0,7710690000.0,7745580000.0,7896770000.0,8106110000.0,8257300000.0,8455010000.0,8885320000,9838980000.0,9804090000.0,9664530000.0,10385590000.0,11269470000.0,0.0
Zimbabwe,2860980000.0,2372520000.0,1108339000.0,2756310000.0,3326180000.0,4372880000.0,3151730000.0,3163360000.0,2058510000.0,2093400000.0,2291110000.0,2163180000.0,2128290000.0,1930580000.0,2954020000.0,3256400000.0,3000540000.0,3826270000.0,5361430000.0,5524250000.0,5838260000,4279840000.0,4279840000.0,3512260000.0,3733230000.0,4058870000.0,0.0
